date,home_team,away_team,home_odds,draw_odds,away_odds,bookmaker,source,updated_at,notes
2026-06-23,Panama,Croatia,,,,manual_market_average,manual_verified,2026-06-24,Fill only with verified decimal 1X2 market odds. Do not guess.
