stage,team_a,team_b,matchup_count,matchup_probability,team_a_wins,team_b_wins,team_a_win_probability,team_b_win_probability,n_sims
round_of_32,Brazil,Senegal,290,0.0029,212,78,0.7310344827586207,0.2689655172413793,100000
round_of_32,Mexico,Senegal,285,0.00285,163,122,0.5719298245614035,0.4280701754385965,100000
round_of_32,Egypt,Panama,253,0.00253,127,126,0.5019762845849802,0.4980237154150198,100000
round_of_32,Turkey,Uzbekistan,252,0.00252,158,94,0.626984126984127,0.373015873015873,100000
round_of_32,Belgium,Iraq,248,0.00248,178,70,0.717741935483871,0.28225806451612906,100000
round_of_32,Belgium,Norway,242,0.00242,154,88,0.6363636363636364,0.36363636363636365,100000
round_of_32,Belgium,Colombia,241,0.00241,114,127,0.4730290456431535,0.5269709543568465,100000
round_of_32,Argentina,Canada,226,0.00226,196,30,0.8672566371681416,0.13274336283185842,100000
round_of_32,Paraguay,Senegal,215,0.00215,86,129,0.4,0.6,100000
round_of_32,Egypt,Uzbekistan,208,0.00208,106,102,0.5096153846153846,0.49038461538461536,100000
round_of_32,South Korea,Uruguay,200,0.002,83,117,0.415,0.585,100000
round_of_32,Belgium,France,195,0.00195,49,146,0.2512820512820513,0.7487179487179487,100000
round_of_32,Morocco,Senegal,193,0.00193,115,78,0.5958549222797928,0.40414507772020725,100000
round_of_32,Australia,Germany,192,0.00192,71,121,0.3697916666666667,0.6302083333333334,100000
