tournament_year,n_matches,official_log_loss,bookmaker_log_loss,delta_log_loss,official_brier,bookmaker_brier,delta_brier,official_rps,bookmaker_rps,delta_rps,official_accuracy,bookmaker_accuracy,winner_by_log_loss
2014,63,0.9559875364967557,0.9523069510422651,0.0036805854544906037,0.5629226125258119,0.5654441748357658,-0.0025215623099538852,0.19748440039608464,0.19820855728400114,-0.0007241568879164961,0.5396825396825397,0.5714285714285714,bookmaker_odds_only
2018,62,0.9718632112817096,0.9359585531369669,0.03590465814474262,0.5830417544068219,0.551524834488541,0.03151691991828092,0.20710643695383327,0.1965095965145753,0.010596840439257951,0.5161290322580645,0.5645161290322581,bookmaker_odds_only
2022,63,1.0879858812870227,1.0106515071917455,0.07733437409527714,0.640952939495712,0.5917997441675273,0.04915319532818455,0.2333488422028331,0.2103847394470823,0.022964102755750806,0.47619047619047616,0.5238095238095238,bookmaker_odds_only
