model_name,test_year,bucket,mean_confidence,empirical_accuracy,count,calibration_gap
rolling_form_only,2014,"(0.4,0.5]",0.4429796350364163,0.6923076923076923,26,0.249328057271276
rolling_form_only,2014,"(0.5,0.6]",0.5392046918893328,0.625,16,0.08579530811066716
rolling_form_only,2014,"(0.6,0.7]",0.6377074431687982,0.5,10,-0.13770744316879824
rolling_form_only,2014,"(0.7,0.8]",0.7505292577876551,0.6,5,-0.15052925778765514
rolling_form_only,2014,"(0.8,0.9]",,,0,
rolling_form_only,2014,"(0.9,1.0]",,,0,
rolling_form_only,2018,"(0.0,0.1]",,,0,
rolling_form_only,2018,"(0.1,0.2]",,,0,
rolling_form_only,2018,"(0.2,0.3]",,,0,
rolling_form_only,2018,"(0.3,0.4]",0.37971902078733727,0.16666666666666666,12,-0.2130523541206706
rolling_form_only,2018,"(0.4,0.5]",0.4406479528456981,0.38461538461538464,26,-0.05603256823031344
rolling_form_only,2018,"(0.5,0.6]",0.5395397315392778,0.47058823529411764,17,-0.06895149624516017
rolling_form_only,2018,"(0.6,0.7]",0.65597649460612,0.75,4,0.09402350539388005
rolling_form_only,2018,"(0.7,0.8]",0.7467832970972619,0.8,5,0.05321670290273817
rolling_form_only,2018,"(0.8,0.9]",,,0,
rolling_form_only,2018,"(0.9,1.0]",,,0,
rolling_form_only,2022,"(0.0,0.1]",,,0,
rolling_form_only,2022,"(0.1,0.2]",,,0,
rolling_form_only,2022,"(0.2,0.3]",,,0,
rolling_form_only,2022,"(0.3,0.4]",0.3798292912665011,0.4375,16,0.05767070873349889
rolling_form_only,2022,"(0.4,0.5]",0.4517491624274454,0.45454545454545453,22,0.002796292118009136
rolling_form_only,2022,"(0.5,0.6]",0.5501591274643246,0.35294117647058826,17,-0.19721795099373635
rolling_form_only,2022,"(0.6,0.7]",0.6388706220823939,0.5,8,-0.13887062208239387
rolling_form_only,2022,"(0.7,0.8]",0.73910051821793,1.0,1,0.26089948178207
rolling_form_only,2022,"(0.8,0.9]",,,0,
rolling_form_only,2022,"(0.9,1.0]",,,0,
bookmaker_calibrated,all,"(0.0,0.1]",,,0,
bookmaker_calibrated,all,"(0.1,0.2]",,,0,
bookmaker_calibrated,all,"(0.2,0.3]",,,0,
bookmaker_calibrated,all,"(0.3,0.4]",0.3753588570672022,0.23529411764705882,17,-0.14006473942014336
bookmaker_calibrated,all,"(0.4,0.5]",0.4507462960307937,0.4074074074074074,27,-0.04333888862338631
bookmaker_calibrated,all,"(0.5,0.6]",0.5467393043064929,0.6785714285714286,28,0.13183212426493573
bookmaker_calibrated,all,"(0.6,0.7]",0.6552333341629596,0.6071428571428571,28,-0.048090477020102496
bookmaker_calibrated,all,"(0.7,0.8]",0.7317681958467014,0.5384615384615384,13,-0.19330665738516295
bookmaker_calibrated,all,"(0.8,0.9]",0.8405314000809394,0.8333333333333334,12,-0.007198066747606036
bookmaker_calibrated,all,"(0.9,1.0]",,,0,
bookmaker_odds_only,all,"(0.0,0.1]",,,0,
bookmaker_odds_only,all,"(0.1,0.2]",,,0,
bookmaker_odds_only,all,"(0.2,0.3]",,,0,
bookmaker_odds_only,all,"(0.3,0.4]",0.3745607196209628,0.28125,32,-0.09331071962096282
bookmaker_odds_only,all,"(0.4,0.5]",0.45489090636466245,0.5652173913043478,46,0.11032648493968533
bookmaker_odds_only,all,"(0.5,0.6]",0.5466363512530374,0.5813953488372093,43,0.03475899758417189
bookmaker_odds_only,all,"(0.6,0.7]",0.6485756042697227,0.6,40,-0.04857560426972274
bookmaker_odds_only,all,"(0.7,0.8]",0.7459575387527311,0.7368421052631579,19,-0.009115433489573221
bookmaker_odds_only,all,"(0.8,0.9]",0.8302536859514555,0.75,8,-0.08025368595145554
bookmaker_odds_only,all,"(0.9,1.0]",,,0,
bookmaker_raw_implied,all,"(0.0,0.1]",,,0,
bookmaker_raw_implied,all,"(0.1,0.2]",,,0,
bookmaker_raw_implied,all,"(0.2,0.3]",,,0,
bookmaker_raw_implied,all,"(0.3,0.4]",0.3745607196209628,0.28125,32,-0.09331071962096282
bookmaker_raw_implied,all,"(0.4,0.5]",0.45489090636466245,0.5652173913043478,46,0.11032648493968533
bookmaker_raw_implied,all,"(0.5,0.6]",0.5466363512530374,0.5813953488372093,43,0.03475899758417189
bookmaker_raw_implied,all,"(0.6,0.7]",0.6485756042697227,0.6,40,-0.04857560426972274
bookmaker_raw_implied,all,"(0.7,0.8]",0.7459575387527311,0.7368421052631579,19,-0.009115433489573221
bookmaker_raw_implied,all,"(0.8,0.9]",0.8302536859514555,0.75,8,-0.08025368595145554
bookmaker_raw_implied,all,"(0.9,1.0]",,,0,
elo_only,all,"(0.0,0.1]",,,0,
elo_only,all,"(0.1,0.2]",,,0,
elo_only,all,"(0.2,0.3]",,,0,
elo_only,all,"(0.3,0.4]",0.3809772855650157,0.5277777777777778,36,0.1468004922127621
elo_only,all,"(0.4,0.5]",0.4465874465417586,0.45588235294117646,68,0.00929490639941788
elo_only,all,"(0.5,0.6]",0.5497113104877991,0.6363636363636364,33,0.08665232587583727
elo_only,all,"(0.6,0.7]",0.6482939615264997,0.6052631578947368,38,-0.043030803631762815
elo_only,all,"(0.7,0.8]",0.748566868032203,0.625,16,-0.12356686803220296
elo_only,all,"(0.8,0.9]",0.8028939806861465,1.0,1,0.19710601931385352
elo_only,all,"(0.9,1.0]",,,0,
fifa_ranking_only,all,"(0.0,0.1]",,,0,
fifa_ranking_only,all,"(0.1,0.2]",,,0,
fifa_ranking_only,all,"(0.2,0.3]",,,0,
