model_name,test_year,parameter,value,tuning_source_years,tuning_log_loss,selected_value,selected,notes,bucket_n,bucket_mean_confidence,bucket_empirical_accuracy
official_model_confidence_calibrated,2018,confidence_gamma:0.50-0.60,1.25,2014,0.7273449071419061,1.35,False,bucket gamma selected using prior tournament rows only,16.0,0.5456785623575484,0.8125
official_model_confidence_calibrated,2018,confidence_gamma:0.50-0.60,1.3,2014,0.7191601054558064,1.35,False,bucket gamma selected using prior tournament rows only,16.0,0.5456785623575484,0.8125
official_model_confidence_calibrated,2018,confidence_gamma:0.50-0.60,1.35,2014,0.7114404285020008,1.35,True,bucket gamma selected using prior tournament rows only,16.0,0.5456785623575484,0.8125
official_model_confidence_calibrated,2018,confidence_gamma:0.60-0.70,0.55,2014,0.9637693826151781,0.8,False,bucket gamma selected using prior tournament rows only,10.0,0.6589247558664584,0.6
official_model_confidence_calibrated,2018,confidence_gamma:0.60-0.70,0.6000000000000001,2014,0.9586704432381012,0.8,False,bucket gamma selected using prior tournament rows only,10.0,0.6589247558664584,0.6
official_model_confidence_calibrated,2018,confidence_gamma:0.60-0.70,0.65,2014,0.9547579538085685,0.8,False,bucket gamma selected using prior tournament rows only,10.0,0.6589247558664584,0.6
official_model_confidence_calibrated,2018,confidence_gamma:0.60-0.70,0.7000000000000001,2014,0.9520207476295368,0.8,False,bucket gamma selected using prior tournament rows only,10.0,0.6589247558664584,0.6
official_model_confidence_calibrated,2018,confidence_gamma:0.60-0.70,0.75,2014,0.9504450935154853,0.8,False,bucket gamma selected using prior tournament rows only,10.0,0.6589247558664584,0.6
official_model_confidence_calibrated,2018,confidence_gamma:0.60-0.70,0.8,2014,0.9500148211279529,0.8,True,bucket gamma selected using prior tournament rows only,10.0,0.6589247558664584,0.6
official_model_confidence_calibrated,2018,confidence_gamma:0.60-0.70,0.8500000000000001,2014,0.9507114664220317,0.8,False,bucket gamma selected using prior tournament rows only,10.0,0.6589247558664584,0.6
official_model_confidence_calibrated,2018,confidence_gamma:0.60-0.70,0.9,2014,0.9525144343575617,0.8,False,bucket gamma selected using prior tournament rows only,10.0,0.6589247558664584,0.6
official_model_confidence_calibrated,2018,confidence_gamma:0.60-0.70,0.95,2014,0.9554011758002989,0.8,False,bucket gamma selected using prior tournament rows only,10.0,0.6589247558664584,0.6
official_model_confidence_calibrated,2018,confidence_gamma:0.60-0.70,1.0,2014,0.9593473754072944,0.8,False,bucket gamma selected using prior tournament rows only,10.0,0.6589247558664584,0.6
official_model_confidence_calibrated,2018,confidence_gamma:0.70-1.00,1.0,2014,,1.0,True,identity: insufficient rows/classes in bucket,,,
official_model_draw_confidence_calibrated,2018,confidence_gamma:0.00-0.40,1.0,2014,,1.0,True,identity: insufficient rows/classes in bucket,,,
official_model_draw_confidence_calibrated,2018,confidence_gamma:0.40-0.50,0.55,2014,1.132284119726347,0.55,True,bucket gamma selected using prior tournament rows only,28.0,0.4246848722094655,0.2857142857142857
official_model_draw_confidence_calibrated,2018,confidence_gamma:0.40-0.50,0.6000000000000001,2014,1.136628410659003,0.55,False,bucket gamma selected using prior tournament rows only,28.0,0.4246848722094655,0.2857142857142857
official_model_draw_confidence_calibrated,2018,confidence_gamma:0.40-0.50,0.65,2014,1.1411749547247756,0.55,False,bucket gamma selected using prior tournament rows only,28.0,0.4246848722094655,0.2857142857142857
official_model_draw_confidence_calibrated,2018,confidence_gamma:0.40-0.50,0.7000000000000001,2014,1.145920829058877,0.55,False,bucket gamma selected using prior tournament rows only,28.0,0.4246848722094655,0.2857142857142857
official_model_draw_confidence_calibrated,2018,confidence_gamma:0.40-0.50,0.75,2014,1.1508630629054204,0.55,False,bucket gamma selected using prior tournament rows only,28.0,0.4246848722094655,0.2857142857142857
official_model_draw_confidence_calibrated,2018,confidence_gamma:0.40-0.50,0.8,2014,1.1559986444460435,0.55,False,bucket gamma selected using prior tournament rows only,28.0,0.4246848722094655,0.2857142857142857
official_model_draw_confidence_calibrated,2018,confidence_gamma:0.40-0.50,0.8500000000000001,2014,1.161324527442691,0.55,False,bucket gamma selected using prior tournament rows only,28.0,0.4246848722094655,0.2857142857142857
official_model_draw_confidence_calibrated,2018,confidence_gamma:0.40-0.50,0.9,2014,1.1668376376687095,0.55,False,bucket gamma selected using prior tournament rows only,28.0,0.4246848722094655,0.2857142857142857
official_model_draw_confidence_calibrated,2018,confidence_gamma:0.40-0.50,0.95,2014,1.1725348791060388,0.55,False,bucket gamma selected using prior tournament rows only,28.0,0.4246848722094655,0.2857142857142857
official_model_draw_confidence_calibrated,2018,confidence_gamma:0.40-0.50,1.0,2014,1.1784131398899007,0.55,False,bucket gamma selected using prior tournament rows only,28.0,0.4246848722094655,0.2857142857142857
official_model_draw_confidence_calibrated,2018,confidence_gamma:0.50-0.60,1.0,2014,0.919622213413816,1.35,False,bucket gamma selected using prior tournament rows only,16.0,0.45810461672535036,0.75
official_model_draw_confidence_calibrated,2018,confidence_gamma:0.50-0.60,1.05,2014,0.9147719413855513,1.35,False,bucket gamma selected using prior tournament rows only,16.0,0.45810461672535036,0.75
official_model_draw_confidence_calibrated,2018,confidence_gamma:0.50-0.60,1.1,2014,0.9102369179706937,1.35,False,bucket gamma selected using prior tournament rows only,16.0,0.45810461672535036,0.75
official_model_draw_confidence_calibrated,2018,confidence_gamma:0.50-0.60,1.15,2014,0.9060075613108934,1.35,False,bucket gamma selected using prior tournament rows only,16.0,0.45810461672535036,0.75
official_model_draw_confidence_calibrated,2018,confidence_gamma:0.50-0.60,1.2,2014,0.9020744876452131,1.35,False,bucket gamma selected using prior tournament rows only,16.0,0.45810461672535036,0.75
official_model_draw_confidence_calibrated,2018,confidence_gamma:0.50-0.60,1.25,2014,0.8984285198932944,1.35,False,bucket gamma selected using prior tournament rows only,16.0,0.45810461672535036,0.75
official_model_draw_confidence_calibrated,2018,confidence_gamma:0.50-0.60,1.3,2014,0.895060694607875,1.35,False,bucket gamma selected using prior tournament rows only,16.0,0.45810461672535036,0.75
official_model_draw_confidence_calibrated,2018,confidence_gamma:0.50-0.60,1.35,2014,0.8919622674257554,1.35,True,bucket gamma selected using prior tournament rows only,16.0,0.45810461672535036,0.75
official_model_draw_confidence_calibrated,2018,confidence_gamma:0.60-0.70,1.0,2014,0.8614866796742756,1.3,False,bucket gamma selected using prior tournament rows only,10.0,0.5753294725943007,0.6
official_model_draw_confidence_calibrated,2018,confidence_gamma:0.60-0.70,1.05,2014,0.8578982287044381,1.3,False,bucket gamma selected using prior tournament rows only,10.0,0.5753294725943007,0.6
official_model_draw_confidence_calibrated,2018,confidence_gamma:0.60-0.70,1.1,2014,0.8549773765968242,1.3,False,bucket gamma selected using prior tournament rows only,10.0,0.5753294725943007,0.6
official_model_draw_confidence_calibrated,2018,confidence_gamma:0.60-0.70,1.15,2014,0.8527057637573254,1.3,False,bucket gamma selected using prior tournament rows only,10.0,0.5753294725943007,0.6
official_model_draw_confidence_calibrated,2018,confidence_gamma:0.60-0.70,1.2,2014,0.8510649776260483,1.3,False,bucket gamma selected using prior tournament rows only,10.0,0.5753294725943007,0.6
official_model_draw_confidence_calibrated,2018,confidence_gamma:0.60-0.70,1.25,2014,0.8500366052922408,1.3,False,bucket gamma selected using prior tournament rows only,10.0,0.5753294725943007,0.6
official_model_draw_confidence_calibrated,2018,confidence_gamma:0.60-0.70,1.3,2014,0.8496022830063433,1.3,True,bucket gamma selected using prior tournament rows only,10.0,0.5753294725943007,0.6
official_model_draw_confidence_calibrated,2018,confidence_gamma:0.60-0.70,1.35,2014,0.8497437424876659,1.3,False,bucket gamma selected using prior tournament rows only,10.0,0.5753294725943007,0.6
official_model_draw_confidence_calibrated,2018,confidence_gamma:0.70-1.00,1.0,2014,,1.0,True,identity: insufficient rows/classes in bucket,,,
official_model_draw_calibrated,2022,draw_multiplier,0.55,"2014,2018",1.8566616343076277,1.8,False,draw-specific log loss selected using prior tournament draw rows only,,,
official_model_draw_calibrated,2022,draw_multiplier,0.6,"2014,2018",1.7843121513304205,1.8,False,draw-specific log loss selected using prior tournament draw rows only,,,
official_model_draw_calibrated,2022,draw_multiplier,0.65,"2014,2018",1.718703701713759,1.8,False,draw-specific log loss selected using prior tournament draw rows only,,,
official_model_draw_calibrated,2022,draw_multiplier,0.7,"2014,2018",1.6588097522911986,1.8,False,draw-specific log loss selected using prior tournament draw rows only,,,
official_model_draw_calibrated,2022,draw_multiplier,0.75,"2014,2018",1.6038176952916559,1.8,False,draw-specific log loss selected using prior tournament draw rows only,,,
official_model_draw_calibrated,2022,draw_multiplier,0.8,"2014,2018",1.5530734596799352,1.8,False,draw-specific log loss selected using prior tournament draw rows only,,,
official_model_draw_calibrated,2022,draw_multiplier,0.85,"2014,2018",1.506042949406509,1.8,False,draw-specific log loss selected using prior tournament draw rows only,,,
official_model_draw_calibrated,2022,draw_multiplier,0.9,"2014,2018",1.4622845252845713,1.8,False,draw-specific log loss selected using prior tournament draw rows only,,,
official_model_draw_calibrated,2022,draw_multiplier,0.95,"2014,2018",1.4214289409218894,1.8,False,draw-specific log loss selected using prior tournament draw rows only,,,
official_model_draw_calibrated,2022,draw_multiplier,1.0,"2014,2018",1.3831644345588634,1.8,False,draw-specific log loss selected using prior tournament draw rows only,,,
official_model_draw_calibrated,2022,draw_multiplier,1.05,"2014,2018",1.3472254649670552,1.8,False,draw-specific log loss selected using prior tournament draw rows only,,,
official_model_draw_calibrated,2022,draw_multiplier,1.1,"2014,2018",1.313384072686735,1.8,False,draw-specific log loss selected using prior tournament draw rows only,,,
official_model_draw_calibrated,2022,draw_multiplier,1.15,"2014,2018",1.2814431653470602,1.8,False,draw-specific log loss selected using prior tournament draw rows only,,,
official_model_draw_calibrated,2022,draw_multiplier,1.2,"2014,2018",1.2512312350210208,1.8,False,draw-specific log loss selected using prior tournament draw rows only,,,
official_model_draw_calibrated,2022,draw_multiplier,1.25,"2014,2018",1.222598156356444,1.8,False,draw-specific log loss selected using prior tournament draw rows only,,,
official_model_draw_calibrated,2022,draw_multiplier,1.3,"2014,2018",1.1954118107807172,1.8,False,draw-specific log loss selected using prior tournament draw rows only,,,
official_model_draw_calibrated,2022,draw_multiplier,1.35,"2014,2018",1.1695553494451516,1.8,False,draw-specific log loss selected using prior tournament draw rows only,,,
official_model_draw_calibrated,2022,draw_multiplier,1.4,"2014,2018",1.1449249553204697,1.8,False,draw-specific log loss selected using prior tournament draw rows only,,,
official_model_draw_calibrated,2022,draw_multiplier,1.45,"2014,2018",1.1214279991823304,1.8,False,draw-specific log loss selected using prior tournament draw rows only,,,
official_model_draw_calibrated,2022,draw_multiplier,1.5,"2014,2018",1.0989815092335957,1.8,False,draw-specific log loss selected using prior tournament draw rows only,,,
official_model_draw_calibrated,2022,draw_multiplier,1.55,"2014,2018",1.0775108925513102,1.8,False,draw-specific log loss selected using prior tournament draw rows only,,,
official_model_draw_calibrated,2022,draw_multiplier,1.6,"2014,2018",1.0569488602992594,1.8,False,draw-specific log loss selected using prior tournament draw rows only,,,
official_model_draw_calibrated,2022,draw_multiplier,1.65,"2014,2018",1.037234519011086,1.8,False,draw-specific log loss selected using prior tournament draw rows only,,,
official_model_draw_calibrated,2022,draw_multiplier,1.7,"2014,2018",1.018312598135572,1.8,False,draw-specific log loss selected using prior tournament draw rows only,,,
official_model_draw_calibrated,2022,draw_multiplier,1.75,"2014,2018",1.00013279009174,1.8,False,draw-specific log loss selected using prior tournament draw rows only,,,
official_model_draw_calibrated,2022,draw_multiplier,1.8,"2014,2018",0.9826491837713833,1.8,True,draw-specific log loss selected using prior tournament draw rows only,,,
official_model_confidence_calibrated,2022,confidence_gamma:0.00-0.40,0.55,"2014,2018",1.1001345684320827,0.55,True,bucket gamma selected using prior tournament rows only,15.0,0.37887501662144313,0.3333333333333333
official_model_confidence_calibrated,2022,confidence_gamma:0.00-0.40,0.6000000000000001,"2014,2018",1.100593781991335,0.55,False,bucket gamma selected using prior tournament rows only,15.0,0.37887501662144313,0.3333333333333333
official_model_confidence_calibrated,2022,confidence_gamma:0.00-0.40,0.65,"2014,2018",1.101105127760661,0.55,False,bucket gamma selected using prior tournament rows only,15.0,0.37887501662144313,0.3333333333333333
official_model_confidence_calibrated,2022,confidence_gamma:0.00-0.40,0.7000000000000001,"2014,2018",1.1016682792235062,0.55,False,bucket gamma selected using prior tournament rows only,15.0,0.37887501662144313,0.3333333333333333
official_model_confidence_calibrated,2022,confidence_gamma:0.00-0.40,0.75,"2014,2018",1.102282905515058,0.55,False,bucket gamma selected using prior tournament rows only,15.0,0.37887501662144313,0.3333333333333333
official_model_confidence_calibrated,2022,confidence_gamma:0.00-0.40,0.8,"2014,2018",1.1029486716487134,0.55,False,bucket gamma selected using prior tournament rows only,15.0,0.37887501662144313,0.3333333333333333
official_model_confidence_calibrated,2022,confidence_gamma:0.00-0.40,0.8500000000000001,"2014,2018",1.103665238740897,0.55,False,bucket gamma selected using prior tournament rows only,15.0,0.37887501662144313,0.3333333333333333
official_model_confidence_calibrated,2022,confidence_gamma:0.00-0.40,0.9,"2014,2018",1.1044322642339663,0.55,False,bucket gamma selected using prior tournament rows only,15.0,0.37887501662144313,0.3333333333333333
official_model_confidence_calibrated,2022,confidence_gamma:0.00-0.40,0.95,"2014,2018",1.1052494021169461,0.55,False,bucket gamma selected using prior tournament rows only,15.0,0.37887501662144313,0.3333333333333333
official_model_confidence_calibrated,2022,confidence_gamma:0.00-0.40,1.0,"2014,2018",1.1061163031438563,0.55,False,bucket gamma selected using prior tournament rows only,15.0,0.37887501662144313,0.3333333333333333
official_model_confidence_calibrated,2022,confidence_gamma:0.40-0.50,0.55,"2014,2018",1.0801696436368917,0.65,False,bucket gamma selected using prior tournament rows only,47.0,0.4468718704171103,0.3829787234042553
official_model_confidence_calibrated,2022,confidence_gamma:0.40-0.50,0.6000000000000001,"2014,2018",1.0798595216214582,0.65,False,bucket gamma selected using prior tournament rows only,47.0,0.4468718704171103,0.3829787234042553
official_model_confidence_calibrated,2022,confidence_gamma:0.40-0.50,0.65,"2014,2018",1.0797684920785757,0.65,True,bucket gamma selected using prior tournament rows only,47.0,0.4468718704171103,0.3829787234042553
official_model_confidence_calibrated,2022,confidence_gamma:0.40-0.50,0.7000000000000001,"2014,2018",1.0798943436482582,0.65,False,bucket gamma selected using prior tournament rows only,47.0,0.4468718704171103,0.3829787234042553
official_model_confidence_calibrated,2022,confidence_gamma:0.40-0.50,0.75,"2014,2018",1.080234822360513,0.65,False,bucket gamma selected using prior tournament rows only,47.0,0.4468718704171103,0.3829787234042553
official_model_confidence_calibrated,2022,confidence_gamma:0.40-0.50,0.8,"2014,2018",1.080787637050251,0.65,False,bucket gamma selected using prior tournament rows only,47.0,0.4468718704171103,0.3829787234042553
official_model_confidence_calibrated,2022,confidence_gamma:0.40-0.50,0.8500000000000001,"2014,2018",1.0815504644472484,0.65,False,bucket gamma selected using prior tournament rows only,47.0,0.4468718704171103,0.3829787234042553
official_model_confidence_calibrated,2022,confidence_gamma:0.40-0.50,0.9,"2014,2018",1.0825209539382834,0.65,False,bucket gamma selected using prior tournament rows only,47.0,0.4468718704171103,0.3829787234042553
official_model_confidence_calibrated,2022,confidence_gamma:0.40-0.50,0.95,"2014,2018",1.083696732002487,0.65,False,bucket gamma selected using prior tournament rows only,47.0,0.4468718704171103,0.3829787234042553
official_model_confidence_calibrated,2022,confidence_gamma:0.40-0.50,1.0,"2014,2018",1.0850754063243957,0.65,False,bucket gamma selected using prior tournament rows only,47.0,0.4468718704171103,0.3829787234042553
official_model_confidence_calibrated,2022,confidence_gamma:0.50-0.60,1.0,"2014,2018",0.8687816168862463,1.35,False,bucket gamma selected using prior tournament rows only,35.0,0.5499664021102474,0.6857142857142857
official_model_confidence_calibrated,2022,confidence_gamma:0.50-0.60,1.05,"2014,2018",0.8632313749264092,1.35,False,bucket gamma selected using prior tournament rows only,35.0,0.5499664021102474,0.6857142857142857
official_model_confidence_calibrated,2022,confidence_gamma:0.50-0.60,1.1,"2014,2018",0.8582045420567889,1.35,False,bucket gamma selected using prior tournament rows only,35.0,0.5499664021102474,0.6857142857142857
official_model_confidence_calibrated,2022,confidence_gamma:0.50-0.60,1.15,"2014,2018",0.8536931094501292,1.35,False,bucket gamma selected using prior tournament rows only,35.0,0.5499664021102474,0.6857142857142857
official_model_confidence_calibrated,2022,confidence_gamma:0.50-0.60,1.2,"2014,2018",0.8496887892324311,1.35,False,bucket gamma selected using prior tournament rows only,35.0,0.5499664021102474,0.6857142857142857
