model_name,test_year,parameter,value,tuning_source_years,tuning_log_loss,selected_value,selected,notes,bucket_n,bucket_mean_confidence,bucket_empirical_accuracy
official_model_confidence_calibrated,2018,confidence_gamma:0.40-0.50,0.8,2014,1.0852300032115383,0.6000000000000001,False,bucket gamma selected using prior tournament rows only,28.0,0.4533292091780461,0.39285714285714285
official_model_confidence_calibrated,2018,confidence_gamma:0.40-0.50,0.8500000000000001,2014,1.086323218488241,0.6000000000000001,False,bucket gamma selected using prior tournament rows only,28.0,0.4533292091780461,0.39285714285714285
official_model_confidence_calibrated,2018,confidence_gamma:0.40-0.50,0.9,2014,1.0876330662675766,0.6000000000000001,False,bucket gamma selected using prior tournament rows only,28.0,0.4533292091780461,0.39285714285714285
official_model_confidence_calibrated,2018,confidence_gamma:0.40-0.50,0.95,2014,1.089157550612305,0.6000000000000001,False,bucket gamma selected using prior tournament rows only,28.0,0.4533292091780461,0.39285714285714285
official_model_confidence_calibrated,2018,confidence_gamma:0.40-0.50,1.0,2014,1.0908946350997188,0.6000000000000001,False,bucket gamma selected using prior tournament rows only,28.0,0.4533292091780461,0.39285714285714285
official_model_confidence_calibrated,2018,confidence_gamma:0.50-0.60,1.0,2014,0.7754944397786169,1.35,False,bucket gamma selected using prior tournament rows only,16.0,0.5456785623575484,0.8125
official_model_confidence_calibrated,2018,confidence_gamma:0.50-0.60,1.05,2014,0.7648788857592477,1.35,False,bucket gamma selected using prior tournament rows only,16.0,0.5456785623575484,0.8125
official_model_confidence_calibrated,2018,confidence_gamma:0.50-0.60,1.1,2014,0.7547625203753225,1.35,False,bucket gamma selected using prior tournament rows only,16.0,0.5456785623575484,0.8125
official_model_confidence_calibrated,2018,confidence_gamma:0.50-0.60,1.15,2014,0.74513913913524,1.35,False,bucket gamma selected using prior tournament rows only,16.0,0.5456785623575484,0.8125
official_model_confidence_calibrated,2018,confidence_gamma:0.50-0.60,1.2,2014,0.7360022126515824,1.35,False,bucket gamma selected using prior tournament rows only,16.0,0.5456785623575484,0.8125
